net_assets,ytd_return,fund_yield,net_annual_expense_ratio_fund,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,rating_us_government,rating_aaa,rating_aa,rating_a,rating_bbb,rating_bb,rating_b,rating_below_b,rating_others,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,fund_return_2017,fund_alpha_3years,fund_alpha_5years,fund_alpha_10years,fund_beta_3years,fund_beta_5years,fund_beta_10years,fund_mean_annual_return_3years,fund_mean_annual_return_5years,fund_mean_annual_return_10years,fund_r_squared_3years,fund_r_squared_5years,fund_r_squared_10years,fund_standard_deviation_3years,fund_standard_deviation_5years,fund_standard_deviation_10years,fund_sharpe_ratio_3years,fund_sharpe_ratio_5years,fund_sharpe_ratio_10years,fund_treynor_ratio_5years,fund_treynor_ratio_10years
1470000000,,2.6,0,99.94,0,11.62,1.54,1.36,4.77,8.42,10.89,26.23,3.64,6.46,2.54,3.01,5.18,9.03,5.06,19.53,0,0,0,0,0,0,0,0,0,-10.91,0,4.69,0,-3.7,0,-7.42,0,8.71,0,2.1,0,0,0,,31.89,-0.33,0.27,,0.98,0.99,,0.8,0.27,,97.96,98.39,,14.71,15.17,,0.58,0.17,,1.52,
7420000000,16.39,2.29,0.1,99.77,0,11.25,1.3,2.13,5.07,0,0,98.07,1.87,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,9.33,3.92,-3.1,-1.5,9.33,7.19,-5,7.72,13.86,6.5,9.35,15.7,15.33,-0.4,-13.46,20.07,2.98,3.25,2.74,1.06,0.98,1.07,1.18,0.84,1.32,46.54,54.76,71.62,15.5,14.7,17.52,0.83,0.63,0.88,8.68,13.97
15920000,17.47,1.63,0.13,99.56,0,13.59,1.79,1.19,7.56,5.97,8.9,26.51,8.25,4.47,14.74,3.18,1.17,2.2,15.69,8.9,0,0,0,0,0,0,0,0,0,14.96,9.01,-1.21,0.12,14.96,4.65,5.46,12.18,0,8.34,0,15.92,0,7.88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82470000,13.56,1.54,0.18,99.26,0,12.63,1.86,1.04,8.64,2.26,22.11,22.04,0.86,8.47,8.33,2.92,2.11,6.82,12.03,12.05,0,0,0,0,0,0,0,0,0,11.51,9.01,-1.5,0.12,11.51,4.65,-0.59,12.18,0,8.34,0,15.92,0,7.88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35670000,17.24,0.86,0.13,99.89,0,19.39,3.93,1.75,13.46,1.53,15.83,8.05,4.1,6.37,25.62,6.06,2.06,2.16,9.11,19.1,0,0,0,0,0,0,0,0,0,16.63,5.46,0.41,-0.15,16.63,4.19,3.71,8.54,0,7.82,0,14.29,0,8.16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35100000,13.64,2.56,0.13,99.45,0,15.62,1.96,1.75,6.45,1.9,10.8,8.73,18.04,12.16,10.56,7.85,1.85,5.69,10.95,11.47,0,0,0,0,0,0,0,0,0,12.15,9.01,0.58,0.12,12.15,4.65,9.04,12.18,0,8.34,0,15.92,0,7.88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23800000,16.92,1.46,0.13,99.41,0,14.6,2.45,1.16,9.86,2.04,19.6,17.32,0.66,10.16,8.25,0.16,0.31,2.82,14.94,23.74,0,0,0,0,0,0,0,0,0,14.04,5.46,-1.04,-0.15,14.04,4.19,5.55,8.54,0,7.82,0,14.29,0,8.16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52360000,18.02,1.96,0.13,99.26,0,7.99,1.08,0.58,4.39,7.23,15.39,27.32,0.89,4.07,3.38,3.12,2.67,11.91,14.71,9.31,0,0,0,0,0,0,0,0,0,13.49,12.78,-2.81,0.05,13.49,4.11,-2.57,15.53,0,10.34,0,17.24,0,7.35,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020000,15.24,1.9,0.49,99.22,0,13.29,1.73,0.99,6.11,3.93,11.16,27.36,5.23,8.93,7.04,5.39,2.07,4,10.39,14.48,0,0,0,0,0,0,0,0,0,12.02,10.42,0.4,0.78,12.02,4.75,-1.5,15.14,0,4.78,0,8.77,0,2.52,-10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000000,1.68,2.11,0.07,0,99.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.86,0,0,0.14,0,0,0,0,1.98,3.9,1.78,0.16,1.98,-0.08,4.63,3.13,0.92,2.87,2.14,1.95,0,0,1.31,1.59,-1.07,-0.67,0,0.99,1.05,0,0.08,0.18,0,88.3,87,0,3.15,3.22,0,-0.1,0.43,0,1.28,0
19040000000,13.6,3.63,0.09,97.64,0,13.56,1.55,1.1,7.64,7.85,10.75,18.39,2.68,13.62,12.7,3.97,3.27,7.76,12.89,6.11,0,0,0,0,0,0,0,0,0,10.9,0,0.76,0.72,10.9,5.55,-4.47,3.94,6.86,0.3,1.34,8.18,9.3,1.23,-14.79,27.06,-1.26,-1.07,0.04,1.03,0.97,1.07,0.61,0.18,0.87,87.96,88.06,92.86,11.64,12.37,17.55,0.52,0.1,0.57,0.56,8.26
2230000000,2.38,2.65,0.07,0,99.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,0,0.05,0,0,0,0,4.56,14.54,5.4,-1.35,4.56,-0.44,6.6,12.77,1.53,11.14,5.39,5.23,0,7.03,-1.64,8.66,-1.67,-1.47,0,3.11,3.31,0,0.17,0.48,0,89.61,86.46,0,9.7,10.19,0,0.07,0.49,0,1.39,0
7230000000,1.04,1.96,0.07,0,99.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.71,0,0,0.29,0,0,0,0,0.89,1.02,0.62,0.12,0.89,-0.01,2.64,0.72,0.91,0.73,0.9,0.49,0,2.14,1.48,0.38,-0.55,-0.36,0,0.25,0.24,0,0.08,0.08,0,74.72,71.08,0,0.9,0.84,0,-0.43,0.13,0,0.43,0
21570000000,27.86,1.18,0.1,99.52,0,19.76,5.6,3.32,12.87,0.09,0.11,10.41,0,0,0,0,0.09,0,5.75,83.54,0,0,0,0,0,0,0,0,0,20.61,11.18,4.06,-2.88,20.61,3.1,18.8,10.77,23.82,13.17,18.5,14.36,20.25,8.68,2.52,37.07,11.07,10.66,7.81,1.1,1.11,0.97,1.89,1.52,1.65,54.38,67.92,72.1,14.9,14.87,15.97,1.43,1.17,1.21,16,20.33
10710000000,4,1.7,0.1,99.61,0,16.47,3.78,1.75,13.1,0,0,0.03,0,0,98.4,0,0,0,0.07,1.5,0,0,0,0,0,0,0,0,0,8.08,-3.8,0.38,2.41,8.08,6.8,14.29,4.93,13.51,12.67,11.59,20.22,17.03,12.26,5.55,23.34,2.3,5.34,7.97,1.07,0.96,0.69,1.13,1,1.38,63.8,59.92,53.98,13.42,13.67,13.03,0.92,0.82,1.24,11.28,23.97
670240000,,3.5,0,99.9,0,11.86,1.57,1.27,4.92,5.39,7.85,23.9,1.52,11.4,11.72,6.15,5.95,11.09,7.32,7.71,0,0,0,0,0,0,0,0,0,-6.78,0,0.91,0,-3.79,0,-4.56,0,6.5,0,3.52,0,0,0,,19.05,-1.55,-1.64,,1.07,1.06,,0.58,0.35,,90.2,93.39,,9.18,10.35,,0.65,0.34,,2.9,
589040000,10.29,2.69,0.61,99.79,0,9.35,1.06,0.62,3.69,10.47,9.68,19.04,2.64,8.41,6.85,4.26,8.72,7.89,13.17,8.85,0,0,0,0,0,0,0,0,0,8.24,0,-1,0,8.24,0,-11.43,0,7.15,0,1.86,0,0,0,-17.31,32.86,-1.47,-0.43,,1.05,0.99,,0.6,0.23,,86.91,89.39,,11.92,12.58,,0.5,0.16,,1.25,
40940000000,15.3,1.96,0.08,99.29,0,19.31,4.1,1.68,13.37,4.34,10.81,11.45,0,15.74,13.19,5.74,3.6,0,24.54,10.59,0,0,0,0,0,0,0,0,0,12.46,7.5,1.14,-0.25,12.46,3.2,10.75,13.45,12.79,10.14,10.12,15.76,14.44,7.33,-2.02,22.22,0.11,0.15,0.5,0.94,0.91,0.87,1.06,0.85,1.18,90.65,91.38,93.22,10.58,10.65,11.45,1.08,0.89,1.2,10.25,16.04
1270000000,14.1,1.56,0.25,98.74,0,18.3,2.73,1.95,12.05,4.66,11.17,14.12,1.74,17.11,13.03,2.2,2.99,3.25,10.18,19.56,0,0,0,0,0,0,0,0,0,12.25,4.1,2.93,1.61,12.25,5.08,1.93,10.47,7.95,2.33,0,8.24,0,2.43,-11.32,27.8,0.86,0,0,0.88,0,0,0.7,0,0,75.92,0,0,10.69,0,0,0.66,0,0,0,0
42410000,-45.88,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.76,0,-6.93,0,-37.76,0,-38.2,0,-53.01,0,-46.61,0,0,0,66.72,-72.35,-0.85,-0.87,0,1,1,0,-4.89,-3.64,0,100,100,0,57.68,63.58,0,-1.04,-0.7,0,-47.46,0
414360000,13.2,0.78,0.2,99.19,0,18.46,2.43,1.72,9.2,4.81,12.79,13.78,9.27,3.36,15.95,1.91,2.2,2.87,15.54,17.5,0,0,0,0,0,0,0,0,0,11.11,2.03,-2.77,-6.17,11.11,-4.3,3.44,0.34,13.88,3.74,9.54,11.52,0,7.28,-4.18,14.58,-1.91,-1.87,0,1.25,1.12,0,1.2,0.87,0,67.61,63.37,0,16.34,15.75,0,0.8,0.61,0,7.8,0
2150000000,14.57,1.18,0.15,97.97,0,15.84,1.72,0.92,7.02,6.78,13.42,15.86,9.31,3.6,9.99,2.07,1.55,3.92,17.02,16.47,0,0,0,0,0,0,0,0,0,11.61,6.65,-3.33,-4.12,11.61,-2.26,1.43,3.71,12.41,4.58,8.38,12.14,0,6.1,-8.57,13.31,-3.07,-3.1,0,1.24,1.14,0,1.1,0.78,0,65.89,64.33,0,16.43,15.84,0,0.72,0.54,0,6.67,0
411210000,16.02,1.62,0.2,98.82,0,13.84,1.33,0.62,5.62,8.77,14.07,17.98,9.35,3.85,3.94,2.24,0.88,4.99,18.51,15.43,0,0,0,0,0,0,0,0,0,12.48,11.88,-3.98,-3.28,12.48,-1.32,-0.68,8.5,10.88,4.96,6.99,12.52,0,5.74,-12.77,11.5,-4.44,-4.49,0,1.24,1.15,0,0.98,0.68,0,61.99,62.39,0,16.9,16.34,0,0.62,0.45,0,5.38,0
3610000000,20.39,1.78,0.1,99.77,0,15.88,3.48,1.4,5.62,1.71,1.88,0,0.59,0.01,0,0,0,0.11,92.43,3.29,0,0,0,0,0,0,0,0,0,16.76,9.41,-1.31,-1.83,16.76,-0.59,2.41,5.78,11.95,5.21,8.85,12.3,17.24,7.39,-13.92,21.5,-0.92,1.93,4.12,1.29,1.13,1.08,1.04,0.8,1.45,71.56,72.48,77.18,15.31,14.63,17.15,0.73,0.6,0.99,7.15,15.49
51130000,-21.15,0,0.87,49.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.26,0,0.42,0,-19.26,0,-18.37,0,-25.81,0,-21.84,0,0,0,25.16,-49.47,-3.29,-3.73,0,0.41,0.41,0,-2.19,-1.73,0,84.82,88.93,0,25.69,27.57,0,-1.07,-0.78,0,-55.3,0
203500000,-45.97,0,0.87,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-1.18,-1.19,0,1,1,0,-4.91,-3.66,0,100,100,0,57.61,63.54,0,-1.05,-0.7,0,-47.64,0
2040000000,,1.7,0,100,0,12.66,1.22,0.87,5.32,7.53,17.28,12.1,3.16,9.37,7.73,2.15,4.85,1.81,19.63,14.39,0,0,0,0,0,0,0,0,0,-7.36,0,0.91,0,-5.08,0,-6.56,0,5.84,0,4.79,0,0,0,,24.71,-0.94,-1.02,,1.02,1.03,,0.34,0.67,,99.52,99.65,,14.69,15.18,,0.28,0.53,,6.9,
20310000,14.77,2.4,0.13,99.73,0,13.75,2,1.05,6.73,2.55,11.13,18.82,2.99,10.05,12.05,4.91,5.28,8.64,9.81,13.76,0,0,0,0,0,0,0,0,0,11.18,10.9,0.23,-0.1,11.18,3.26,6.25,17.04,11.88,10.53,8.56,15.36,0,6.55,-7.74,17.77,-1.62,-2.04,0,1.02,1,0,0.99,0.75,0,91.52,94.13,0,11.4,11.58,0,0.93,0.71,0,7.85,0
3420000000,14.26,2.62,0.15,99.64,0,9.94,1.5,0.81,4.35,2.36,10.64,13.36,3.54,7.85,13.62,2.8,8.44,5.72,9.53,22.14,0,0,0,0,0,0,0,0,0,10.87,10.9,-0.94,-0.1,10.87,3.26,-0.08,17.04,11.78,10.53,8.11,15.36,0,6.55,-11.18,21.97,-2.31,-3.08,0,1.08,1.07,0,1,0.72,0,87.75,90.75,0,12.35,12.51,0,0.86,0.62,0,6.86,0
9370000000,1.95,2.78,0.07,0,97.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,2.18,3.9,1.41,0.16,2.18,-0.08,4.4,3.13,1.69,2.87,2.48,1.95,0,0,0.87,2.37,-0.18,0.34,0,0.74,0.68,0,0.14,0.21,0,91.32,85.29,0,2.31,2.1,0,0.17,0.79,0,2.45,0
100120000,4.08,1.15,0.8,65.92,0,12.93,1.98,1,7.53,5.83,28.08,3.8,2.33,6.04,11.36,3.37,0.67,3.67,13.52,21.33,0,0,0,0,0,0,0,0,0,2.46,3.28,-0.5,0.21,2.46,3.13,-14.32,4.94,0,2.32,0,3.53,0,0,-15.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928910000,2.09,2.42,0.35,0.07,77.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,1.07,0.73,0.07,1.86,0.38,3.07,1.13,0,0.76,0,1.09,0,0,1.57,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415510000,12.67,0.87,0.66,99.5,0,16.63,2.56,1.4,2.86,4.99,12.23,16.15,26.82,14.46,4.77,1.24,0,2.83,5.2,11.34,0,0,0,0,0,0,0,0,0,12.27,0,-0.72,0,12.27,0,-14.52,0,7.33,0,-3.17,0,0,0,-14.14,35.96,0.59,-4.58,0,0.92,0.91,0,0.7,-0.13,0,42.02,41.78,0,15.08,16.86,0,0.47,-0.14,0,-4.13,0
63760000000,16.29,3.96,0.12,98.75,0,37.29,2.49,5,10.23,2.07,0,0,87.56,0,0,0,9.47,0,0.9,0,0,0,0,0,0,0,0,0,0,17.37,12.94,4.21,-1.43,17.37,0.15,20.13,19.51,5.74,12.81,8.79,14.73,18.35,5.52,-5.95,4.95,-1.45,4.86,7.44,0.71,0.63,0.9,0.54,0.79,1.55,26.83,22.78,43.94,13.82,14.64,19.01,0.38,0.59,0.96,12.64,19.75
6640000000,11.2,3.95,0.12,96.31,0,12.54,0.98,2.46,7.21,0.01,0.23,0.2,99.45,0,0,0,0.02,0,0.09,0,0,0,0,0,0,0,0,0,0,13.66,4.52,4.62,-4.64,13.66,-6.47,2.11,-0.29,8.32,2.55,6.15,7.42,0,0,-9.48,26.52,-0.89,0.58,0,0.86,0.87,0,0.71,0.56,0,58.25,63.3,0,11.38,12.12,0,0.64,0.48,0,6.1,0
180570000,,1.65,0,99.99,0,16.8,2.88,2.18,11.43,2.78,11.68,17.44,2.45,7.53,14.35,3,3.63,6.12,9.61,21.41,0,0,0,0,0,0,0,0,0,2.11,0,1.04,0,-5.4,0,4.53,0,11.03,0,0,0,0,0,,21.31,-0.3,,,0.98,,,0.94,,,99.68,,,9.39,,,1.09,,,,
1.01E+11,20.02,1.59,0.04,98.71,0.01,17.83,2.35,1.62,9.21,3.82,14.96,12.48,7.74,4.22,10.13,6.59,1.54,5.07,14.76,18.69,0,0,0,0,0,0,0,0,0,16.73,9.01,1.35,0.12,16.73,4.65,6.01,12.18,11.6,8.34,8.85,15.92,16.7,7.88,-9.21,19.25,-2.55,-2.27,-0.79,1.08,1.05,1.11,0.98,0.77,1.38,93.08,91.22,91.71,12.04,12.31,14.74,0.87,0.69,1.09,7.66,14.58
18250000000,17.2,2.43,0.07,98.95,0,13.68,1.76,1.08,6.51,4.89,20.08,18.7,6.37,5.1,6.17,13.35,2.08,3.69,8.62,10.96,0,0,0,0,0,0,0,0,0,13.8,12.78,0.04,0.05,13.8,4.11,1.14,15.53,9.78,10.34,7.7,17.24,16.63,7.35,-12.41,17.05,-3.75,-2.98,-0.7,1.04,1.01,1.1,0.84,0.68,1.37,88.28,89.01,90.57,11.89,11.99,14.66,0.74,0.61,1.09,6.82,14.65
3130000000,17.73,1.79,0.12,99.75,0,17.14,2.87,1.97,8.69,2.62,12.12,15.14,3.49,7.26,14.08,3.15,3.37,5.21,10.54,23.03,0,0,0,0,0,0,0,0,0,13.9,7.5,1.75,-0.25,13.9,3.2,9.15,13.45,13.34,10.14,10.49,15.76,0,7.33,-4.87,21.54,-0.26,-0.47,0,1.01,1.01,0,1.1,0.89,0,99.8,99.73,0,10.87,11.31,0,1.09,0.87,0,9.59,0
5340000000,20.93,1.02,0.12,99.68,0,21.23,6.04,2.8,13.91,1.61,17.45,9.05,1.73,6.12,13,0,1.26,0.74,12.92,36.11,0,0,0,0,0,0,0,0,0,15.89,4.8,2.81,0.31,15.89,5.11,12.46,12.42,16.4,11.46,13.34,17.05,0,9.48,-1.62,30.06,1.66,1.68,0,1.09,1.06,0,1.34,1.11,0,91.94,94.27,0,12.19,12.28,0,1.21,1.02,0,11.8,0
3420000000,14.59,2.38,0.12,99.81,0,14.31,1.87,1.51,6.3,3.64,6.65,21.38,5.3,8.43,15.18,6.37,5.53,9.78,8.1,9.63,0,0,0,0,0,0,0,0,0,11.94,10.9,0.61,-0.1,11.94,3.26,5.48,17.04,10.28,10.53,7.57,15.36,0,6.55,-8.32,13.55,-2.11,-2.59,0,0.93,0.95,0,0.87,0.66,0,89.01,92.72,0,10.61,11.06,0,0.86,0.64,0,7.12,0
4.60E+11,17.44,1.97,0.03,99.46,0,17.05,2.97,2.02,8.8,2.4,11.9,15.39,2.5,7.77,14.51,3.33,3.57,5.43,10.23,22.95,0,0,0,0,0,0,0,0,0,13.57,7.5,1.92,-0.25,13.57,3.2,9.4,13.45,13.46,10.14,10.86,15.76,0,7.33,-4.42,21.78,-0.03,-0.04,-0.04,1,1,1,1.11,0.92,1.3,100,100,100,10.73,11.18,12.69,1.12,0.91,1.2,10.07,15.43
2440000000,18.93,1.22,0.15,99.71,0,21.75,4.75,3.48,13.41,1.9,14.61,10.19,2.48,5.66,17.34,1.85,3.6,3.59,10.18,28.59,0,0,0,0,0,0,0,0,0,14.88,4.8,2.72,0.31,14.88,5.11,12.52,12.42,15.7,11.46,13.18,17.05,0,9.48,-0.18,27.21,1.74,1.82,0,1.03,1.03,0,1.28,1.1,0,90.89,93.89,0,11.56,11.91,0,1.22,1.04,0,12.02,0
1040000000,15.72,2.4,0.15,99.77,0,13.67,2.11,1.37,6.33,2.98,8.8,21.38,2.52,10.19,11.25,5.03,3.53,7.53,10.3,16.49,0,0,0,0,0,0,0,0,0,12.04,10.9,0.99,-0.1,12.04,3.26,5.62,17.04,10.38,10.53,7.89,15.36,0,6.55,-9.08,15.22,-2.32,-2.38,0,0.97,0.96,0,0.88,0.69,0,87.68,91.51,0,11.08,11.25,0,0.84,0.66,0,7.37,0
13110000000,22.69,0.71,0.07,99.53,0,24.95,3.5,2.99,14.98,2.81,10.12,6.84,8.98,3.54,13.82,0.27,1.04,6.33,20.42,25.83,0,0,0,0,0,0,0,0,0,19.48,5.46,2.57,-0.15,19.48,4.19,11.01,8.54,13.4,7.82,9.95,14.29,16.71,8.16,-5.6,21.83,-1.3,-1.57,-0.92,1.12,1.09,1.12,1.12,0.86,1.39,88.98,87.24,87.44,12.76,13.06,15.27,0.95,0.73,1.06,8.39,14.39
1750000000,20.4,1.7,0.1,99.45,0,19.12,2.42,2.42,8.32,0,23.53,0,0.55,0,0,0,29.61,0,0.04,46.27,0,0,0,0,0,0,0,0,0,12.95,10.54,1.79,0.96,12.95,0.86,1.52,17.28,-0.61,6.51,2.74,12.11,10.11,5.86,-16.52,-5.55,-8.96,-1.83,2.14,0.84,0.74,0.68,0.02,0.29,0.88,40.76,43.8,47.35,13.24,12.42,13.64,-0.08,0.22,0.74,2.66,14.36
6970000000,9.24,2.84,0.09,97.3,0,12.67,1.15,0.86,5.31,8.66,13.96,16.55,6.41,7.72,7.3,2.63,3.77,2.11,15.94,14.96,0,0,0,0,0,0,0,0,0,8.84,8.9,0.5,-0.8,8.84,1.36,-7.05,7.66,8.97,0.07,4.93,6.01,8.9,1.96,-13.85,28.6,1.37,2.46,1.6,0.91,0.9,0.81,0.76,0.46,0.8,82.56,83.76,82.99,10.56,11.86,14.06,0.73,0.39,0.65,4.51,10.48
4730000000,10.39,3.02,0.1,99.92,0,19.28,2.06,2.36,8.56,0.53,0,0,0,0,0,99.02,0,0.45,0,0,0,0,0,0,0,0,0,0,0,10.79,14.47,2.83,0.68,10.79,-5.19,19.68,17.36,9.89,11.18,11.02,11.07,13.28,6.63,4.43,12.51,6.64,9.05,9.36,0.23,0.24,0.28,0.84,0.94,1.1,4.2,4.32,11.34,11.3,12.6,11.72,0.78,0.83,1.09,43.25,45.12
19310000,7.97,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,3.28,0.66,0.21,5.9,3.13,-0.23,4.94,5.28,2.32,2.09,3.53,0,0,-2.04,15.3,-3.11,-4.39,0,0.62,0.59,0,0.47,0.2,0,57.53,61.46,0,8.73,8.46,0,0.49,0.2,0,2.22,0
416890000,1.97,3.07,0.3,0,97.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.51,15.81,18.61,24.92,2.08,0,0,6.07,1.86,0,0.4,0,1.86,0,2.17,0,0,0,0,0,0,0,1.04,3.04,,,,,,,,,,,,,,,,,,,,
1510000000,9.69,5.05,0.5,0,62.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,6.66,1.2,-0.85,9.27,1.37,2.75,9.47,5.95,6.21,0,8.65,0,0,-5.69,9.71,4.2,0,0,0.68,0,0,0.5,0,0,13.26,0,0,5.42,0,0,0.86,0,0,0,0
12580000,16.96,1.55,0.35,99.75,0,20.69,5.08,2.09,15.39,3.41,12.63,18.2,0,19.35,3.75,2.29,0,0.73,34.87,4.77,0,0,0,0,0,0,0,0,0,14.34,7.5,2.11,-0.25,14.34,3.2,16.58,13.45,0,10.14,0,15.76,0,7.33,-0.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693750,29.7,1.57,0.65,99.74,0,13.05,1.71,1.49,9.08,4.04,7.85,39.98,0,4.02,8.02,0,0,0,24.13,11.96,0,0,0,0,0,0,0,0,0,24.73,7.5,4.5,-0.25,24.73,3.2,11.12,13.45,0,10.14,0,15.76,0,7.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38210000,13.06,2.2,0.35,99.5,0,15.04,3.02,1.15,11.21,0,7.09,14.83,4,22.25,18.32,2.59,0,1.55,11.04,18.34,0,0,0,0,0,0,0,0,0,10.61,10.9,1.48,-0.1,10.61,3.26,9.72,17.04,0,10.53,0,15.36,0,6.55,-0.24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6480000000,12.48,2.55,0.12,92.47,0,13.18,1.29,0.8,5.78,10.46,14.55,10.57,10.53,5.78,7.24,2.78,1.44,4.23,17.51,14.89,0,0,0,0,0,0,0,0,0,10.03,5.37,0.29,2.55,10.03,8.24,-10.34,11.56,6.69,4.13,2.24,9.44,0,0,-18.43,30.26,-1.48,-0.19,0,1.03,0.94,0,0.59,0.24,0,91.47,88.79,0,11.41,11.94,0,0.51,0.18,0,1.51,0
17570000000,15.35,2.3,0.09,98.76,0,15,1.93,1.39,7.21,5.34,11.89,17.19,3.97,8.29,11.39,3.26,3.54,5.98,11.17,17.99,0,0,0,0,0,0,0,0,0,12.21,10.42,1.06,0.78,12.21,4.75,1.77,15.14,10.82,4.78,6.62,8.77,12.22,2.52,-9.67,24.19,3.47,4.15,4.09,0.87,0.86,0.87,0.91,0.59,1.05,82.86,87.91,93.89,10.12,10.99,14.14,0.95,0.57,0.86,6.81,13.59
117300000,5.48,3.42,0.07,0,98.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,8.09,38.17,50.95,0,0,0.01,0,5.28,7.63,2.53,-0.11,5.28,1.14,5.07,7.09,0,4.99,0,4.96,0,6.03,-2.45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780000000,3.01,2.26,0.08,0,93.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,3.54,1.49,-0.37,2.56,-0.11,5.03,4.9,2.48,4.69,0,3.78,0,0,0.94,4.96,-0.16,0,0,0.96,0,0,0.21,0,0,99.35,0,0,3.34,0,0,0.37,0,0,0,0
1310000000,17.69,1.71,0.15,99.76,0,17.05,2.76,1.86,8.56,2.79,12.16,15.2,3.86,7,14.12,3.19,3.23,5.05,10.77,22.62,0,0,0,0,0,0,0,0,0,14.03,7.5,1.47,-0.25,14.03,3.2,8.33,13.45,13.28,10.14,10.16,15.76,0,7.33,-5.34,20.95,-0.5,-0.84,0,1.03,1.02,0,1.1,0.87,0,99.14,98.96,0,11.08,11.49,0,1.07,0.84,0,9.19,0
7.73E+11,17.71,1.94,0.03,99.08,0,17.08,2.75,1.85,8.59,2.78,12.13,15.12,3.92,7.05,14.14,3.24,3.26,5.1,10.86,22.39,0,0,0,0,0,0,0,0,0,14,7.5,1.42,-0.25,14,3.2,8.82,13.45,13.54,10.14,10.34,15.76,16.11,7.33,-5.13,21.16,-0.3,-0.71,-0.35,1.03,1.02,1.04,1.11,0.88,1.32,99.12,98.89,99.22,11.1,11.5,13.19,1.08,0.85,1.17,9.33,15.08
28530000000,2.03,2.41,0.06,0,91.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1.59,6.25,0.85,0.64,1.59,0.83,1.97,5.6,1.27,1.9,0.84,1.6,0,4.34,0.54,0.82,-0.18,-0.53,0,0.28,0.3,0,0.11,0.07,0,43.57,32.54,0,1.26,1.52,0,0.02,0.04,0,0.14,0
77250000000,13.14,2.6,0.04,99.55,0.01,13.63,2.05,1.41,6.43,2.78,6.03,22.28,1.47,10.98,17.91,6.61,4.28,8.27,10.22,9.17,0,0,0,0,0,0,0,0,0,10.64,10.9,0.57,-0.1,10.64,3.26,7.17,17.04,12.16,10.53,9.36,15.36,15.2,6.55,-5.39,17.12,-0.4,-0.77,-0.36,0.93,0.93,0.98,1.01,0.8,1.25,90.08,93.58,95.48,10.53,10.8,12.69,1.02,0.81,1.14,9.18,15
